time_ms,angle_deg,session_idx,trial_id
0.0,0.87890625,0,150.0
22.0,0.87890625,0,150.0
70.0,0.87890625,0,150.0
102.0,0.87890625,0,150.0
134.0,0.87890625,0,150.0
166.0,0.87890625,0,150.0
198.0,0.87890625,0,150.0
230.0,0.87890625,0,150.0
262.0,0.87890625,0,150.0
294.0,0.87890625,0,150.0
326.0,1.171875,0,150.0
358.0,2.05078125,0,150.0
390.0,2.05078125,0,150.0
422.0,2.34375,0,150.0
454.0,2.63671875,0,150.0
486.0,2.9296875,0,150.0
518.0,3.22265625,0,150.0
550.0,3.515625,0,150.0
582.0,3.80859375,0,150.0
614.0,4.1015625,0,150.0
646.0,4.1015625,0,150.0
678.0,4.1015625,0,150.0
710.0,3.80859375,0,150.0
742.0,3.515625,0,150.0
774.0,3.22265625,0,150.0
806.0,2.63671875,0,150.0
838.0,2.34375,0,150.0
870.0,1.46484375,0,150.0
902.0,0.0,0,150.0
934.0,-1.7578125,0,150.0
966.0,-3.22265625,0,150.0
998.0,-4.1015625,0,150.0
1030.0,-4.39453125,0,150.0
1062.0,-4.39453125,0,150.0
1094.0,-4.6875,0,150.0
1190.0,-4.6875,0,150.0
1206.0,-4.6875,0,150.0
1222.0,-4.6875,0,150.0
1238.0,-4.6875,0,150.0
1254.0,-4.6875,0,150.0
1270.0,-4.6875,0,150.0
1286.0,-4.6875,0,150.0
1302.0,-4.6875,0,150.0
1318.0,-4.6875,0,150.0
1334.0,-4.6875,0,150.0
1350.0,-4.98046875,0,150.0
1366.0,-4.6875,0,150.0
1382.0,-4.6875,0,150.0
1398.0,-4.6875,0,150.0
1414.0,-4.6875,0,150.0
1430.0,-4.6875,0,150.0
1446.0,-4.6875,0,150.0
1462.0,-4.6875,0,150.0
1478.0,-4.6875,0,150.0
1494.0,-4.6875,0,150.0
1510.0,-4.6875,0,150.0
1526.0,-4.6875,0,150.0
1542.0,-4.6875,0,150.0
1558.0,-4.6875,0,150.0
1574.0,-4.6875,0,150.0
1590.0,-4.6875,0,150.0
1606.0,-4.6875,0,150.0
1622.0,-4.6875,0,150.0
1638.0,-4.6875,0,150.0
1654.0,-4.6875,0,150.0
1670.0,-4.6875,0,150.0
1686.0,-4.6875,0,150.0
1702.0,-4.6875,0,150.0
1718.0,-4.6875,0,150.0
1734.0,-4.6875,0,150.0
1750.0,-4.6875,0,150.0
1766.0,-4.6875,0,150.0
1782.0,-4.6875,0,150.0
1798.0,-4.6875,0,150.0
1814.0,-4.6875,0,150.0
1830.0,-4.6875,0,150.0
1846.0,-4.6875,0,150.0
1862.0,-4.6875,0,150.0
1878.0,-4.6875,0,150.0
1894.0,-4.6875,0,150.0
1910.0,-4.6875,0,150.0
1926.0,-4.6875,0,150.0
1942.0,-4.6875,0,150.0
1958.0,-4.6875,0,150.0
1974.0,-4.6875,0,150.0
1990.0,-4.6875,0,150.0
2006.0,-4.6875,0,150.0
0.0,1.171875,0,152.0
22.0,1.171875,0,152.0
70.0,0.87890625,0,152.0
102.0,0.87890625,0,152.0
134.0,0.5859375,0,152.0
166.0,0.5859375,0,152.0
198.0,0.5859375,0,152.0
230.0,0.5859375,0,152.0
262.0,0.5859375,0,152.0
294.0,0.5859375,0,152.0
326.0,0.5859375,0,152.0
358.0,0.5859375,0,152.0
390.0,0.5859375,0,152.0
421.0,0.5859375,0,152.0
454.0,0.5859375,0,152.0
485.0,0.5859375,0,152.0
517.0,0.5859375,0,152.0
549.0,0.5859375,0,152.0
581.0,0.5859375,0,152.0
613.0,0.5859375,0,152.0
645.0,0.5859375,0,152.0
677.0,0.5859375,0,152.0
709.0,0.5859375,0,152.0
741.0,0.5859375,0,152.0
773.0,0.29296875,0,152.0
805.0,-0.5859375,0,152.0
837.0,-2.05078125,0,152.0
869.0,-3.22265625,0,152.0
901.0,-4.6875,0,152.0
981.0,-6.73828125,0,152.0
998.0,-6.73828125,0,152.0
1013.0,-6.73828125,0,152.0
1029.0,-6.73828125,0,152.0
1045.0,-6.73828125,0,152.0
1061.0,-6.73828125,0,152.0
1077.0,-6.73828125,0,152.0
1093.0,-6.73828125,0,152.0
1109.0,-6.73828125,0,152.0
1125.0,-6.73828125,0,152.0
1141.0,-6.73828125,0,152.0
1157.0,-6.73828125,0,152.0
1173.0,-6.73828125,0,152.0
1189.0,-6.73828125,0,152.0
1205.0,-6.73828125,0,152.0
1221.0,-6.73828125,0,152.0
1237.0,-6.73828125,0,152.0
1253.0,-6.73828125,0,152.0
1269.0,-6.73828125,0,152.0
1285.0,-6.73828125,0,152.0
1301.0,-6.73828125,0,152.0
1317.0,-6.73828125,0,152.0
1333.0,-6.73828125,0,152.0
1349.0,-6.73828125,0,152.0
1365.0,-6.73828125,0,152.0
1381.0,-6.73828125,0,152.0
1397.0,-6.73828125,0,152.0
1413.0,-6.73828125,0,152.0
1429.0,-6.73828125,0,152.0
1445.0,-6.73828125,0,152.0
1461.0,-6.73828125,0,152.0
1477.0,-6.73828125,0,152.0
1493.0,-6.73828125,0,152.0
1509.0,-6.73828125,0,152.0
1525.0,-6.73828125,0,152.0
1541.0,-6.73828125,0,152.0
1557.0,-6.73828125,0,152.0
1573.0,-6.73828125,0,152.0
1589.0,-6.73828125,0,152.0
1605.0,-6.73828125,0,152.0
1621.0,-6.73828125,0,152.0
1637.0,-6.73828125,0,152.0
1653.0,-6.73828125,0,152.0
1669.0,-6.73828125,0,152.0
1685.0,-6.73828125,0,152.0
1701.0,-6.73828125,0,152.0
1717.0,-6.73828125,0,152.0
1733.0,-7.03125,0,152.0
1749.0,-6.73828125,0,152.0
1765.0,-6.73828125,0,152.0
1781.0,-6.73828125,0,152.0
1797.0,-6.73828125,0,152.0
1813.0,-6.73828125,0,152.0
1829.0,-6.73828125,0,152.0
1845.0,-6.73828125,0,152.0
1861.0,-6.73828125,0,152.0
1877.0,-6.73828125,0,152.0
1893.0,-6.73828125,0,152.0
1909.0,-6.73828125,0,152.0
1925.0,-6.73828125,0,152.0
1941.0,-6.73828125,0,152.0
1957.0,-6.73828125,0,152.0
1973.0,-6.73828125,0,152.0
1989.0,-6.73828125,0,152.0
2005.0,-6.73828125,0,152.0
